Crop Name,Scientific name,Seed Code,soil_type,irrigation_source,fertilizer_used,seed_type,weather_condition,ownership_type,loan_taken,insurance_status,pesticide_usage,last_sowing_date,expected_harvest_date
Tur,Cajanus cajan,T5862,Saline,River,Potash,Hybrid,Drought,Leased,Yes,Enrolled,Low,2024-09-19,2025-01-23
Maize,Zea mays,M9821,Loamy,Rainfed,Urea,Local,Heatwave,Owned,Yes,Enrolled,None,2024-12-02,2025-05-25
Soybean,Glycine max,S1697,Black,Sprinkler,Potash,F1 Hybrid,Excess Rain,Owned,No,Not Enrolled,High,2024-06-16,2024-10-28
Potato,Solanum tuberosum,P2903,Clayey,Drip,Potash,Local,Dry Spell,Owned,No,Not Enrolled,Low,2024-06-14,2024-12-09
Maize,Zea mays,M3064,Clayey,Sprinkler,NPK,Local,Excess Rain,Owned,Yes,Not Enrolled,High,2024-10-06,2025-01-24
Tur,Cajanus cajan,T6780,Clayey,Canal,Urea,Hybrid,Excess Rain,Leased,No,Enrolled,High,2024-08-28,2024-12-18
Rice,Oryza sativa,R2042,Alluvial,None,Potash,Certified,Flood,Sharecropped,No,Not Enrolled,None,2024-12-21,2025-05-30
Wheat,Triticum aestivum,W4101,Loamy,None,DAP,Local,Heatwave,Sharecropped,No,Enrolled,High,2024-12-15,2025-04-01
Jowar,Sorghum bicolor,J1801,Red,Drip,DAP,Certified,Normal,Sharecropped,Yes,Enrolled,None,2024-12-15,2025-06-09
Bajra,Pennisetum glaucum,B2130,Laterite,River,Organic,Local,Heatwave,Leased,Yes,Not Enrolled,Medium,2024-08-26,2025-02-10
Onion,Allium cepa,O4268,Laterite,Tube Well,Organic,Local,Flood,Sharecropped,No,Enrolled,High,2025-01-05,2025-05-04
Onion,Allium cepa,O9320,Clayey,River,Vermicompost,Local,Heatwave,Owned,Yes,Enrolled,Medium,2024-06-22,2024-11-08
Cotton,Gossypium hirsutum,C8190,Loamy,River,Vermicompost,Certified,Dry Spell,Owned,Yes,Not Enrolled,Medium,2024-08-27,2025-01-24
Wheat,Triticum aestivum,W7303,Red,River,DAP,Hybrid,Heatwave,Owned,No,Enrolled,None,2024-10-23,2025-03-22
Millet,Various,M1730,Saline,None,Compost,F1 Hybrid,Dry Spell,Owned,Yes,Not Enrolled,None,2024-06-20,2024-11-06
Millet,Various,M7607,Arid,Sprinkler,DAP,Local,Heatwave,Owned,No,Enrolled,Medium,2024-07-14,2024-10-25
Gram,Cicer arietinum,G5852,Black,Sprinkler,Vermicompost,Local,Dry Spell,Owned,Yes,Not Enrolled,Low,2025-03-05,2025-06-08
Bajra,Pennisetum glaucum,B2754,Loamy,None,Potash,Certified,Flood,Owned,No,Enrolled,Low,2025-01-27,2025-05-05
Soybean,Glycine max,S2025,Red,Tube Well,Vermicompost,Local,Normal,Owned,Yes,Not Enrolled,Low,2025-03-08,2025-07-20
Potato,Solanum tuberosum,P6348,Loamy,Sprinkler,NPK,Local,Heatwave,Leased,Yes,Not Enrolled,High,2024-10-18,2025-04-08
Bajra,Pennisetum glaucum,B7272,Arid,None,Potash,Local,Dry Spell,Sharecropped,No,Enrolled,Medium,2024-10-27,2025-03-09
Tur,Cajanus cajan,T5570,Alluvial,Sprinkler,DAP,F1 Hybrid,Drought,Owned,Yes,Not Enrolled,High,2024-07-30,2024-11-20
Groundnut,Arachis hypogaea,G3516,Red,Rainfed,Organic,Certified,Normal,Owned,Yes,Not Enrolled,Low,2025-03-12,2025-09-04
Bajra,Pennisetum glaucum,B9666,Black,None,NPK,Certified,Normal,Sharecropped,Yes,Not Enrolled,High,2024-12-14,2025-03-23
Jowar,Sorghum bicolor,J2411,Red,None,Organic,Local,Heatwave,Sharecropped,Yes,Not Enrolled,Low,2024-12-11,2025-04-26
Rice,Oryza sativa,R4023,Arid,Canal,Urea,Certified,Excess Rain,Sharecropped,Yes,Enrolled,None,2024-12-21,2025-04-30
Potato,Solanum tuberosum,P7694,Arid,Canal,DAP,F1 Hybrid,Dry Spell,Leased,No,Not Enrolled,None,2025-03-23,2025-08-29
Soybean,Glycine max,S2308,Alluvial,Sprinkler,Compost,Hybrid,Normal,Leased,Yes,Not Enrolled,Low,2025-03-06,2025-08-26
Groundnut,Arachis hypogaea,G8281,Black,None,Compost,Hybrid,Dry Spell,Leased,No,Not Enrolled,Low,2025-03-12,2025-06-16
Gram,Cicer arietinum,G9457,Loamy,Rainfed,Organic,F1 Hybrid,Flood,Sharecropped,Yes,Not Enrolled,Low,2024-09-26,2024-12-26
Soybean,Glycine max,S1477,Arid,None,Potash,Certified,Normal,Sharecropped,No,Not Enrolled,High,2024-10-17,2025-02-16
Cotton,Gossypium hirsutum,C9889,Black,Drip,Potash,Certified,Excess Rain,Owned,Yes,Not Enrolled,Low,2024-11-22,2025-04-02
Millet,Various,M4443,Arid,None,Potash,F1 Hybrid,Heatwave,Sharecropped,No,Enrolled,High,2024-08-23,2024-12-09
Jowar,Sorghum bicolor,J7126,Loamy,Rainfed,Potash,Hybrid,Normal,Sharecropped,No,Not Enrolled,Medium,2024-07-12,2024-10-31
Bajra,Pennisetum glaucum,B4322,Red,None,Urea,F1 Hybrid,Heatwave,Sharecropped,No,Not Enrolled,Medium,2024-07-03,2024-12-28
Groundnut,Arachis hypogaea,G8805,Laterite,None,NPK,Local,Excess Rain,Leased,No,Not Enrolled,Low,2025-03-26,2025-08-09
Potato,Solanum tuberosum,P3416,Alluvial,River,DAP,Certified,Flood,Owned,Yes,Enrolled,High,2025-03-20,2025-07-04
Rice,Oryza sativa,R9084,Black,River,Urea,Certified,Drought,Leased,Yes,Enrolled,High,2024-06-13,2024-09-20
Tur,Cajanus cajan,T1135,Saline,Canal,Compost,Hybrid,Dry Spell,Leased,No,Enrolled,None,2024-10-08,2025-02-14
Soybean,Glycine max,S7575,Red,Canal,Compost,Local,Flood,Sharecropped,Yes,Enrolled,None,2025-03-02,2025-08-01
Groundnut,Arachis hypogaea,G6163,Laterite,Tube Well,Vermicompost,Certified,Dry Spell,Leased,Yes,Not Enrolled,None,2024-09-23,2025-01-06
Gram,Cicer arietinum,G1938,Saline,None,Urea,Hybrid,Flood,Owned,Yes,Not Enrolled,Low,2024-11-26,2025-03-02
Jowar,Sorghum bicolor,J1348,Laterite,Drip,NPK,Hybrid,Flood,Leased,Yes,Not Enrolled,None,2024-11-08,2025-04-18
Rice,Oryza sativa,R9385,Saline,None,NPK,Hybrid,Flood,Sharecropped,No,Enrolled,High,2024-11-13,2025-03-04
Groundnut,Arachis hypogaea,G3994,Black,None,Compost,Local,Flood,Sharecropped,Yes,Enrolled,Low,2025-01-21,2025-05-27
Rice,Oryza sativa,R1670,Alluvial,Drip,Organic,Local,Dry Spell,Sharecropped,No,Not Enrolled,High,2024-11-28,2025-04-07
Wheat,Triticum aestivum,W3737,Loamy,River,Organic,Certified,Flood,Sharecropped,No,Not Enrolled,Medium,2024-11-26,2025-03-24
Millet,Various,M6819,Saline,Rainfed,Compost,Hybrid,Excess Rain,Owned,No,Not Enrolled,Medium,2025-02-26,2025-07-09
Onion,Allium cepa,O2181,Alluvial,Tube Well,Potash,F1 Hybrid,Excess Rain,Sharecropped,Yes,Not Enrolled,High,2024-12-17,2025-04-01
Tur,Cajanus cajan,T3939,Loamy,Canal,Organic,Certified,Heatwave,Sharecropped,No,Enrolled,High,2024-11-14,2025-05-09
Soybean,Glycine max,S2653,Red,Rainfed,Organic,Local,Drought,Leased,Yes,Not Enrolled,Medium,2024-10-14,2025-04-02
Groundnut,Arachis hypogaea,G1220,Red,River,Potash,Certified,Normal,Sharecropped,No,Enrolled,Low,2024-06-12,2024-10-01
Rice,Oryza sativa,R6335,Alluvial,Sprinkler,Vermicompost,Certified,Flood,Sharecropped,Yes,Not Enrolled,Medium,2024-07-17,2024-12-28
Rice,Oryza sativa,R6065,Arid,None,Compost,Local,Normal,Sharecropped,Yes,Enrolled,Medium,2024-10-23,2025-02-20
Bajra,Pennisetum glaucum,B4408,Alluvial,Rainfed,Potash,Local,Excess Rain,Sharecropped,Yes,Enrolled,Medium,2025-02-23,2025-06-26
Soybean,Glycine max,S8953,Alluvial,Rainfed,Potash,Local,Excess Rain,Sharecropped,No,Enrolled,Medium,2024-12-30,2025-05-09
Rice,Oryza sativa,R2679,Laterite,Sprinkler,DAP,F1 Hybrid,Flood,Leased,Yes,Not Enrolled,Medium,2024-07-20,2024-10-28
Maize,Zea mays,M8794,Arid,Canal,Potash,F1 Hybrid,Normal,Sharecropped,No,Enrolled,None,2024-12-06,2025-04-29
Bajra,Pennisetum glaucum,B4584,Alluvial,Canal,Potash,Hybrid,Dry Spell,Sharecropped,No,Enrolled,Low,2024-08-02,2025-01-03
Tur,Cajanus cajan,T7980,Laterite,Tube Well,Compost,Local,Flood,Leased,Yes,Enrolled,Low,2024-12-30,2025-05-06
Gram,Cicer arietinum,G9193,Loamy,None,DAP,Local,Drought,Leased,Yes,Not Enrolled,Low,2024-07-27,2024-10-29
Cotton,Gossypium hirsutum,C8325,Red,Drip,Potash,Hybrid,Normal,Leased,Yes,Not Enrolled,None,2024-11-30,2025-03-16
Bajra,Pennisetum glaucum,B9411,Loamy,Tube Well,NPK,Certified,Heatwave,Sharecropped,No,Enrolled,None,2024-08-02,2025-01-06
Cotton,Gossypium hirsutum,C8675,Black,Canal,Organic,Local,Dry Spell,Leased,Yes,Not Enrolled,High,2024-12-24,2025-05-10
Millet,Various,M3860,Saline,River,Compost,Local,Excess Rain,Sharecropped,No,Enrolled,Medium,2025-03-25,2025-07-11
Potato,Solanum tuberosum,P4576,Black,Canal,Urea,F1 Hybrid,Drought,Owned,No,Not Enrolled,High,2024-11-17,2025-03-01
Wheat,Triticum aestivum,W3732,Clayey,Drip,Urea,F1 Hybrid,Drought,Leased,Yes,Enrolled,Medium,2024-11-26,2025-02-28
Soybean,Glycine max,S2166,Clayey,Rainfed,Compost,F1 Hybrid,Drought,Leased,Yes,Enrolled,Medium,2024-12-18,2025-03-27
Millet,Various,M2995,Red,Tube Well,Compost,Certified,Heatwave,Owned,No,Enrolled,Medium,2024-07-31,2024-11-30
Bajra,Pennisetum glaucum,B4839,Saline,Tube Well,Urea,Hybrid,Heatwave,Leased,No,Enrolled,High,2024-12-20,2025-05-03
Gram,Cicer arietinum,G7869,Laterite,River,NPK,Hybrid,Excess Rain,Leased,No,Enrolled,High,2024-08-30,2025-01-23
Soybean,Glycine max,S5919,Loamy,Canal,DAP,Certified,Dry Spell,Sharecropped,Yes,Enrolled,High,2025-02-14,2025-07-22
Sugarcane,Saccharum officinarum,S5275,Clayey,Canal,Compost,Local,Excess Rain,Leased,No,Enrolled,Medium,2025-03-15,2025-07-06
Cotton,Gossypium hirsutum,C1005,Loamy,Sprinkler,Urea,Certified,Heatwave,Leased,No,Not Enrolled,None,2024-06-02,2024-09-17
Soybean,Glycine max,S6070,Saline,River,Compost,Local,Dry Spell,Owned,No,Not Enrolled,None,2025-01-24,2025-07-09
Onion,Allium cepa,O7438,Black,Drip,Urea,Hybrid,Normal,Sharecropped,Yes,Enrolled,Medium,2025-02-16,2025-07-07
Rice,Oryza sativa,R4826,Clayey,Sprinkler,Compost,Certified,Flood,Owned,No,Enrolled,None,2025-02-28,2025-07-03
Rice,Oryza sativa,R3427,Clayey,None,Organic,Hybrid,Heatwave,Leased,No,Enrolled,Medium,2024-11-20,2025-03-15
Onion,Allium cepa,O4517,Loamy,River,Potash,Local,Heatwave,Sharecropped,Yes,Not Enrolled,High,2025-02-28,2025-08-07
Groundnut,Arachis hypogaea,G9241,Clayey,Canal,Compost,F1 Hybrid,Normal,Leased,Yes,Enrolled,Low,2024-10-09,2025-03-04
Millet,Various,M3716,Red,River,Potash,Local,Drought,Owned,No,Enrolled,Medium,2024-08-13,2024-12-06
Maize,Zea mays,M9155,Black,Rainfed,Urea,F1 Hybrid,Heatwave,Sharecropped,No,Not Enrolled,Medium,2025-02-09,2025-08-03
Gram,Cicer arietinum,G8149,Clayey,Drip,DAP,Local,Heatwave,Sharecropped,No,Enrolled,Medium,2025-01-02,2025-04-19
Millet,Various,M5834,Red,None,DAP,Local,Drought,Owned,No,Not Enrolled,Medium,2024-12-13,2025-06-01
Sugarcane,Saccharum officinarum,S1423,Clayey,Sprinkler,Compost,Hybrid,Flood,Owned,No,Enrolled,None,2024-07-06,2024-10-19
Onion,Allium cepa,O6319,Saline,Canal,Potash,Hybrid,Normal,Sharecropped,Yes,Enrolled,Low,2024-12-17,2025-03-29
Jowar,Sorghum bicolor,J9030,Alluvial,River,DAP,Local,Excess Rain,Sharecropped,No,Not Enrolled,None,2025-02-23,2025-08-18
Bajra,Pennisetum glaucum,B1985,Alluvial,Rainfed,Compost,Hybrid,Flood,Owned,Yes,Enrolled,None,2024-12-14,2025-04-06
Rice,Oryza sativa,R3011,Clayey,Sprinkler,NPK,Hybrid,Drought,Leased,No,Not Enrolled,Low,2024-12-06,2025-05-17
Gram,Cicer arietinum,G1573,Arid,Tube Well,DAP,F1 Hybrid,Heatwave,Owned,Yes,Enrolled,High,2025-02-12,2025-06-22
Gram,Cicer arietinum,G8828,Arid,Rainfed,NPK,F1 Hybrid,Heatwave,Owned,Yes,Enrolled,Low,2024-12-31,2025-06-21
Soybean,Glycine max,S8915,Black,Tube Well,Compost,Certified,Dry Spell,Leased,Yes,Not Enrolled,None,2024-06-30,2024-10-12
Millet,Various,M2314,Black,Rainfed,Urea,F1 Hybrid,Excess Rain,Sharecropped,No,Not Enrolled,Low,2024-11-09,2025-03-07
Wheat,Triticum aestivum,W3098,Saline,Sprinkler,Urea,Certified,Heatwave,Leased,Yes,Enrolled,Medium,2024-10-17,2025-04-07
Millet,Various,M2677,Arid,Rainfed,Organic,F1 Hybrid,Dry Spell,Owned,No,Not Enrolled,Low,2024-10-30,2025-04-20
Potato,Solanum tuberosum,P8916,Saline,Canal,Potash,Local,Flood,Sharecropped,Yes,Not Enrolled,Low,2024-12-09,2025-05-10
Cotton,Gossypium hirsutum,C2098,Alluvial,Rainfed,Vermicompost,Hybrid,Flood,Sharecropped,No,Enrolled,Low,2025-01-16,2025-06-07
Onion,Allium cepa,O1285,Saline,Drip,Potash,Local,Heatwave,Leased,Yes,Not Enrolled,High,2024-09-23,2025-02-04
Cotton,Gossypium hirsutum,C6249,Arid,Rainfed,Organic,Certified,Drought,Owned,Yes,Enrolled,None,2024-09-16,2025-03-11
Bajra,Pennisetum glaucum,B5825,Arid,Tube Well,Compost,Certified,Drought,Owned,Yes,Enrolled,Medium,2025-03-24,2025-07-05
Soybean,Glycine max,S1712,Saline,Tube Well,Organic,F1 Hybrid,Excess Rain,Leased,Yes,Not Enrolled,Low,2024-12-13,2025-03-16
Gram,Cicer arietinum,G5397,Saline,Sprinkler,DAP,Hybrid,Heatwave,Sharecropped,Yes,Enrolled,Low,2024-11-30,2025-05-01
Groundnut,Arachis hypogaea,G4462,Loamy,None,NPK,Certified,Dry Spell,Owned,No,Enrolled,Medium,2024-07-24,2024-11-27
Groundnut,Arachis hypogaea,G2418,Laterite,River,NPK,Local,Excess Rain,Owned,No,Not Enrolled,Low,2025-01-25,2025-05-19
Wheat,Triticum aestivum,W7714,Laterite,None,Organic,Local,Normal,Leased,No,Not Enrolled,None,2025-01-29,2025-05-02
Maize,Zea mays,M3984,Alluvial,None,Organic,Hybrid,Excess Rain,Leased,Yes,Not Enrolled,None,2024-11-13,2025-04-04
Rice,Oryza sativa,R6430,Saline,Rainfed,DAP,Local,Heatwave,Sharecropped,No,Enrolled,High,2024-08-06,2024-12-30
Potato,Solanum tuberosum,P9184,Red,Tube Well,DAP,Certified,Flood,Sharecropped,Yes,Enrolled,High,2024-10-21,2025-04-17
Potato,Solanum tuberosum,P2507,Red,None,Urea,Certified,Heatwave,Leased,No,Not Enrolled,Medium,2025-02-12,2025-07-03
Gram,Cicer arietinum,G7207,Black,Rainfed,Compost,Hybrid,Drought,Owned,Yes,Not Enrolled,Low,2024-07-22,2024-11-15
Soybean,Glycine max,S3480,Arid,River,Compost,Local,Normal,Owned,No,Enrolled,Medium,2024-11-22,2025-03-28
Rice,Oryza sativa,R6578,Black,None,DAP,Certified,Excess Rain,Owned,No,Not Enrolled,None,2024-11-02,2025-02-24
Wheat,Triticum aestivum,W3137,Laterite,Tube Well,NPK,Certified,Excess Rain,Owned,No,Not Enrolled,None,2025-01-17,2025-05-23
Rice,Oryza sativa,R8015,Laterite,Sprinkler,Organic,F1 Hybrid,Drought,Sharecropped,No,Not Enrolled,High,2024-06-18,2024-09-26
Maize,Zea mays,M6006,Arid,River,Organic,Hybrid,Excess Rain,Owned,No,Not Enrolled,Medium,2025-01-23,2025-06-20
Onion,Allium cepa,O8472,Black,Drip,Vermicompost,Local,Normal,Sharecropped,Yes,Enrolled,None,2025-01-16,2025-04-25
Bajra,Pennisetum glaucum,B2426,Laterite,Drip,Vermicompost,Hybrid,Flood,Leased,Yes,Not Enrolled,Medium,2024-11-13,2025-04-20
Potato,Solanum tuberosum,P6444,Red,Tube Well,Urea,F1 Hybrid,Flood,Leased,No,Not Enrolled,Medium,2025-02-24,2025-08-06
Sugarcane,Saccharum officinarum,S3606,Red,Sprinkler,Organic,Hybrid,Normal,Owned,No,Not Enrolled,High,2024-08-12,2024-11-29
Sugarcane,Saccharum officinarum,S4438,Loamy,Rainfed,Organic,Certified,Flood,Leased,No,Enrolled,High,2024-12-11,2025-05-10
Tur,Cajanus cajan,T4307,Loamy,Rainfed,Compost,Hybrid,Drought,Leased,Yes,Enrolled,Low,2025-03-27,2025-08-03
Soybean,Glycine max,S2610,Clayey,Drip,Vermicompost,Hybrid,Drought,Owned,No,Not Enrolled,Medium,2024-10-18,2025-04-05
Maize,Zea mays,M2671,Black,Tube Well,Compost,Hybrid,Excess Rain,Owned,No,Not Enrolled,Medium,2024-08-06,2024-11-11
Wheat,Triticum aestivum,W5872,Laterite,River,DAP,F1 Hybrid,Drought,Leased,No,Not Enrolled,None,2024-10-20,2025-02-19
Cotton,Gossypium hirsutum,C1170,Clayey,Canal,DAP,F1 Hybrid,Heatwave,Owned,No,Not Enrolled,Medium,2025-02-13,2025-07-01
Jowar,Sorghum bicolor,J8217,Loamy,Drip,NPK,Hybrid,Normal,Owned,Yes,Not Enrolled,Medium,2024-12-26,2025-05-03
Millet,Various,M4817,Saline,River,Potash,Certified,Excess Rain,Sharecropped,Yes,Enrolled,High,2024-06-29,2024-10-17
Onion,Allium cepa,O7391,Arid,Rainfed,NPK,Hybrid,Drought,Sharecropped,No,Not Enrolled,Medium,2025-01-12,2025-05-09
Gram,Cicer arietinum,G2451,Alluvial,Drip,Vermicompost,Local,Normal,Leased,No,Enrolled,None,2025-03-08,2025-07-14
Tur,Cajanus cajan,T3226,Laterite,Sprinkler,Compost,Hybrid,Normal,Leased,No,Enrolled,None,2024-06-08,2024-10-09
Sugarcane,Saccharum officinarum,S5350,Laterite,None,NPK,Hybrid,Dry Spell,Leased,Yes,Enrolled,None,2024-12-04,2025-04-16
Onion,Allium cepa,O1840,Loamy,Canal,Vermicompost,F1 Hybrid,Excess Rain,Owned,No,Enrolled,High,2024-06-21,2024-12-14
Cotton,Gossypium hirsutum,C4531,Clayey,Sprinkler,Urea,Local,Flood,Leased,Yes,Enrolled,None,2025-03-26,2025-08-07
Onion,Allium cepa,O4128,Loamy,Drip,DAP,Certified,Heatwave,Owned,Yes,Enrolled,None,2024-11-23,2025-03-12
Tur,Cajanus cajan,T1378,Saline,Canal,DAP,Certified,Normal,Owned,No,Enrolled,Low,2025-01-05,2025-04-07
Jowar,Sorghum bicolor,J1713,Clayey,Drip,Potash,Local,Excess Rain,Sharecropped,Yes,Not Enrolled,High,2024-11-16,2025-03-25
Bajra,Pennisetum glaucum,B2941,Alluvial,Sprinkler,Potash,Local,Drought,Sharecropped,No,Enrolled,None,2024-12-12,2025-03-28
Sugarcane,Saccharum officinarum,S4289,Alluvial,Tube Well,DAP,Certified,Heatwave,Sharecropped,No,Enrolled,Medium,2024-10-08,2025-02-21
Onion,Allium cepa,O9464,Red,Sprinkler,Urea,Local,Drought,Owned,No,Not Enrolled,High,2025-03-18,2025-09-04
Jowar,Sorghum bicolor,J8839,Laterite,Sprinkler,DAP,Hybrid,Dry Spell,Leased,Yes,Not Enrolled,Medium,2025-03-13,2025-08-23
Groundnut,Arachis hypogaea,G9069,Saline,River,NPK,Local,Flood,Sharecropped,Yes,Enrolled,Medium,2024-06-17,2024-11-19
Gram,Cicer arietinum,G7571,Saline,Drip,Compost,Hybrid,Heatwave,Owned,No,Not Enrolled,Low,2025-01-24,2025-07-02
Rice,Oryza sativa,R1870,Loamy,Tube Well,Organic,Certified,Heatwave,Sharecropped,No,Not Enrolled,Low,2025-01-15,2025-07-09
Gram,Cicer arietinum,G4790,Arid,River,Potash,Hybrid,Dry Spell,Sharecropped,Yes,Enrolled,High,2025-03-04,2025-08-07
Wheat,Triticum aestivum,W6473,Laterite,Sprinkler,DAP,Local,Dry Spell,Owned,No,Enrolled,High,2024-07-23,2024-11-27
Millet,Various,M8358,Clayey,Tube Well,Potash,Certified,Excess Rain,Owned,Yes,Not Enrolled,High,2024-08-28,2025-02-24
Potato,Solanum tuberosum,P5355,Loamy,River,Urea,Hybrid,Normal,Owned,Yes,Not Enrolled,High,2024-09-19,2025-02-15
Soybean,Glycine max,S3400,Laterite,Rainfed,DAP,Hybrid,Flood,Sharecropped,Yes,Enrolled,None,2024-07-15,2024-12-01
Gram,Cicer arietinum,G1610,Black,Rainfed,NPK,Hybrid,Drought,Owned,Yes,Enrolled,Low,2024-07-09,2024-12-29
Millet,Various,M1207,Saline,Rainfed,Compost,Local,Drought,Sharecropped,No,Enrolled,Medium,2025-02-26,2025-08-17
Maize,Zea mays,M3750,Arid,Tube Well,Potash,Local,Heatwave,Leased,No,Not Enrolled,None,2024-08-06,2024-11-30
Sugarcane,Saccharum officinarum,S2093,Loamy,Canal,Potash,Hybrid,Excess Rain,Sharecropped,No,Not Enrolled,Low,2025-03-21,2025-07-17
Gram,Cicer arietinum,G7322,Red,River,Urea,Hybrid,Heatwave,Leased,No,Enrolled,Medium,2025-01-05,2025-05-14
Cotton,Gossypium hirsutum,C1929,Arid,Canal,Compost,Hybrid,Flood,Owned,No,Enrolled,Low,2024-12-01,2025-03-28
Rice,Oryza sativa,R7101,Saline,Sprinkler,Urea,Hybrid,Normal,Owned,No,Enrolled,Medium,2024-09-16,2025-01-08
Bajra,Pennisetum glaucum,B4196,Saline,None,DAP,Certified,Flood,Leased,Yes,Not Enrolled,Medium,2024-11-20,2025-04-14
Jowar,Sorghum bicolor,J7639,Laterite,Rainfed,Potash,Certified,Dry Spell,Sharecropped,No,Not Enrolled,High,2025-02-19,2025-08-15
Jowar,Sorghum bicolor,J8273,Loamy,Tube Well,DAP,Local,Heatwave,Sharecropped,Yes,Enrolled,Medium,2024-06-26,2024-10-08
Onion,Allium cepa,O4708,Saline,Rainfed,Potash,Certified,Drought,Owned,No,Not Enrolled,Medium,2024-11-09,2025-02-18
Gram,Cicer arietinum,G3880,Loamy,River,Vermicompost,Local,Normal,Leased,Yes,Not Enrolled,None,2025-03-17,2025-07-08
Onion,Allium cepa,O8503,Laterite,Sprinkler,DAP,Certified,Normal,Sharecropped,Yes,Not Enrolled,Medium,2024-10-10,2025-01-16
Rice,Oryza sativa,R2935,Arid,Rainfed,Organic,Hybrid,Excess Rain,Owned,Yes,Not Enrolled,High,2024-06-08,2024-09-28
Groundnut,Arachis hypogaea,G8301,Black,Tube Well,NPK,F1 Hybrid,Normal,Owned,No,Enrolled,High,2024-10-05,2025-03-01
Gram,Cicer arietinum,G8015,Saline,Tube Well,Potash,Hybrid,Heatwave,Sharecropped,No,Enrolled,Low,2024-09-07,2024-12-11
Sugarcane,Saccharum officinarum,S2377,Laterite,None,Urea,Local,Excess Rain,Owned,Yes,Enrolled,High,2024-09-12,2025-03-01
Groundnut,Arachis hypogaea,G1291,Arid,Canal,Organic,Certified,Heatwave,Owned,No,Not Enrolled,None,2024-08-26,2025-01-28
Tur,Cajanus cajan,T8378,Red,Canal,DAP,Hybrid,Flood,Leased,No,Not Enrolled,Low,2025-01-04,2025-06-30
Tur,Cajanus cajan,T9902,Saline,Drip,Potash,Certified,Normal,Owned,Yes,Enrolled,High,2024-09-10,2025-02-06
Cotton,Gossypium hirsutum,C4840,Red,Sprinkler,NPK,F1 Hybrid,Heatwave,Sharecropped,Yes,Enrolled,Medium,2024-08-05,2024-12-01
Sugarcane,Saccharum officinarum,S1035,Arid,Drip,Potash,Local,Dry Spell,Sharecropped,Yes,Not Enrolled,None,2024-08-09,2025-01-16
Onion,Allium cepa,O2027,Alluvial,None,Organic,Hybrid,Excess Rain,Owned,No,Enrolled,High,2024-08-15,2025-01-30
Cotton,Gossypium hirsutum,C8377,Alluvial,River,NPK,Local,Dry Spell,Owned,No,Not Enrolled,High,2024-08-27,2025-02-03
Cotton,Gossypium hirsutum,C1055,Arid,Sprinkler,NPK,Local,Dry Spell,Owned,No,Enrolled,Low,2024-11-14,2025-03-02
Jowar,Sorghum bicolor,J5738,Clayey,Tube Well,Urea,Local,Heatwave,Owned,Yes,Enrolled,High,2025-01-03,2025-06-04
Cotton,Gossypium hirsutum,C7461,Clayey,Canal,DAP,F1 Hybrid,Flood,Owned,Yes,Not Enrolled,Medium,2025-02-25,2025-07-14
Groundnut,Arachis hypogaea,G5943,Saline,Canal,Organic,Local,Excess Rain,Sharecropped,No,Not Enrolled,None,2024-11-08,2025-04-22
Potato,Solanum tuberosum,P7888,Red,River,DAP,Certified,Heatwave,Sharecropped,No,Enrolled,None,2024-07-04,2024-12-08
Maize,Zea mays,M2255,Loamy,Tube Well,Vermicompost,Hybrid,Drought,Owned,No,Enrolled,Medium,2025-03-13,2025-07-14
Jowar,Sorghum bicolor,J4494,Arid,Drip,Urea,Certified,Normal,Owned,No,Not Enrolled,None,2024-07-06,2024-11-22
Potato,Solanum tuberosum,P5647,Saline,Rainfed,Potash,Hybrid,Flood,Leased,No,Enrolled,None,2025-03-19,2025-07-25
Wheat,Triticum aestivum,W4726,Red,Rainfed,Vermicompost,Hybrid,Dry Spell,Leased,Yes,Not Enrolled,None,2024-09-05,2025-01-06
Groundnut,Arachis hypogaea,G5059,Laterite,Sprinkler,Potash,F1 Hybrid,Dry Spell,Owned,No,Not Enrolled,Medium,2024-12-13,2025-05-07
Potato,Solanum tuberosum,P4749,Black,Tube Well,Organic,Hybrid,Drought,Owned,Yes,Enrolled,Low,2024-08-11,2024-12-15
Soybean,Glycine max,S5025,Loamy,Sprinkler,NPK,F1 Hybrid,Heatwave,Leased,No,Enrolled,High,2024-12-28,2025-04-20
Potato,Solanum tuberosum,P3325,Red,Canal,Organic,Hybrid,Drought,Sharecropped,No,Enrolled,Medium,2024-07-19,2024-11-10
Jowar,Sorghum bicolor,J5264,Red,Drip,DAP,Certified,Excess Rain,Leased,No,Enrolled,Medium,2024-10-28,2025-02-05
Jowar,Sorghum bicolor,J2561,Red,Canal,Potash,F1 Hybrid,Heatwave,Leased,No,Not Enrolled,Medium,2024-08-05,2025-01-24
Groundnut,Arachis hypogaea,G5311,Black,River,Urea,F1 Hybrid,Excess Rain,Sharecropped,No,Not Enrolled,None,2024-07-13,2024-11-03
Cotton,Gossypium hirsutum,C4384,Loamy,None,NPK,Local,Flood,Owned,Yes,Enrolled,None,2024-06-09,2024-10-22
Bajra,Pennisetum glaucum,B1536,Loamy,Tube Well,Organic,F1 Hybrid,Normal,Owned,Yes,Enrolled,None,2024-06-01,2024-11-05
Groundnut,Arachis hypogaea,G5999,Clayey,River,NPK,Certified,Dry Spell,Owned,Yes,Not Enrolled,None,2024-08-13,2024-11-17
